CustomerID,Total_Spending,Total_Orders,Total_Products,Average_Order_Value,Recency,Frequency,Monetary,Cluster,Customer_Segment
12501.0,2169.39,1,1783,2169.39,336,1,2169.39,1,Low Value Customers
12502.0,3723.87,5,820,744.774,95,5,3723.87,0,Occasional Customers
12504.0,482.04999999999995,2,90,241.02499999999998,17,2,482.04999999999995,0,Occasional Customers
12506.0,73.5,1,23,73.5,232,1,73.5,1,Low Value Customers
12507.0,1304.81,3,894,434.93666666666667,133,3,1304.81,0,Occasional Customers
12508.0,397.88,2,271,198.94,25,2,397.88,0,Occasional Customers
12509.0,176.5,1,55,176.5,283,1,176.5,1,Low Value Customers
12510.0,982.5699999999999,2,353,491.28499999999997,142,2,982.5699999999999,0,Occasional Customers
12512.0,132.18,2,96,66.09,65,2,132.18,0,Occasional Customers
12513.0,612.29,1,462,612.29,112,1,612.29,0,Occasional Customers
12514.0,1017.68,1,440,1017.68,266,1,1017.68,1,Low Value Customers
12515.0,383.7,1,131,383.7,352,1,383.7,1,Low Value Customers
12516.0,1312.06,2,875,656.03,77,2,1312.06,0,Occasional Customers
12517.0,2481.6,5,1361,496.32,27,5,2481.6,0,Occasional Customers
12518.0,2056.89,5,1318,411.378,0,5,2056.89,0,Occasional Customers
12519.0,330.84,1,175,330.84,63,1,330.84,0,Occasional Customers
12520.0,2634.26,5,1439,526.8520000000001,78,5,2634.26,0,Occasional Customers
12521.0,599.68,1,309,599.68,142,1,599.68,1,Low Value Customers
12522.0,192.72,2,194,96.36,38,2,192.72,0,Occasional Customers
12523.0,1789.77,11,865,162.70636363636365,18,11,1789.77,0,Occasional Customers
12524.0,4485.72,8,3699,560.715,8,8,4485.72,0,Occasional Customers
12526.0,1316.66,3,632,438.8866666666667,0,3,1316.66,0,Occasional Customers
12527.0,348.71000000000004,3,234,116.23666666666668,81,3,348.71000000000004,0,Occasional Customers
12528.0,1933.48,6,756,322.24666666666667,8,6,1933.48,0,Occasional Customers
12530.0,1662.28,4,913,415.57,59,4,1662.28,0,Occasional Customers
12531.0,125.22,1,45,125.22,14,1,125.22,0,Occasional Customers
12532.0,349.83000000000004,1,153,349.83000000000004,29,1,349.83000000000004,0,Occasional Customers
12534.0,1089.18,1,651,1089.18,130,1,1089.18,0,Occasional Customers
12535.0,716.35,2,219,358.175,91,2,716.35,0,Occasional Customers
12536.0,12601.830000000002,3,2803,4200.610000000001,42,3,12601.830000000002,0,Occasional Customers
12538.0,363.95,1,191,363.95,28,1,363.95,0,Occasional Customers
12539.0,5568.35,4,2067,1392.0875,21,4,5568.35,0,Occasional Customers
12540.0,13400.24,17,6685,788.2494117647059,19,17,13400.24,3,Regular Customers
12541.0,981.18,3,680,327.06,29,3,981.18,0,Occasional Customers
12544.0,372.7,1,136,372.7,35,1,372.7,0,Occasional Customers
12545.0,1000.39,2,523,500.195,74,2,1000.39,0,Occasional Customers
12546.0,1161.5,2,633,580.75,46,2,1161.5,0,Occasional Customers
12547.0,207.79999999999998,2,134,103.89999999999999,197,2,207.79999999999998,1,Low Value Customers
12548.0,95.19999999999999,1,49,95.19999999999999,165,1,95.19999999999999,1,Low Value Customers
12550.0,964.83,1,569,964.83,78,1,964.83,0,Occasional Customers
12551.0,168.0,1,100,168.0,357,1,168.0,1,Low Value Customers
12552.0,437.82,2,88,218.91,38,2,437.82,0,Occasional Customers
12553.0,3692.28,10,1965,369.228,7,10,3692.28,0,Occasional Customers
12556.0,599.56,2,355,299.78,49,2,599.56,0,Occasional Customers
12557.0,11990.960000000001,5,4384,2398.192,15,5,11990.960000000001,0,Occasional Customers
12558.0,269.96,1,196,269.96,7,1,269.96,0,Occasional Customers
12559.0,561.71,2,283,280.855,310,2,561.71,1,Low Value Customers
12560.0,2134.01,3,1110,711.3366666666667,4,3,2134.01,0,Occasional Customers
12561.0,238.85,1,177,238.85,302,1,238.85,1,Low Value Customers
12562.0,3781.7400000000002,7,1779,540.2485714285715,7,7,3781.7400000000002,0,Occasional Customers
12564.0,456.9,1,133,456.9,260,1,456.9,1,Low Value Customers
12565.0,145.92,1,80,145.92,288,1,145.92,1,Low Value Customers
12566.0,351.65,1,265,351.65,85,1,351.65,0,Occasional Customers
12567.0,9401.28,10,4305,940.128,22,10,9401.28,0,Occasional Customers
12569.0,4124.69,32,1801,128.8965625,1,32,4124.69,3,Regular Customers
12571.0,519.61,2,523,259.805,39,2,519.61,0,Occasional Customers
12572.0,1020.42,2,452,510.21,8,2,1020.42,0,Occasional Customers
12573.0,160.54000000000002,1,84,160.54000000000002,226,1,160.54000000000002,1,Low Value Customers
12574.0,218.45,1,61,218.45,315,1,218.45,1,Low Value Customers
12576.0,1315.83,5,967,263.166,35,5,1315.83,0,Occasional Customers
12577.0,626.6,3,469,208.86666666666667,34,3,626.6,0,Occasional Customers
12578.0,2794.51,2,1196,1397.255,20,2,2794.51,0,Occasional Customers
12579.0,440.42,1,285,440.42,77,1,440.42,0,Occasional Customers
12580.0,415.7,1,238,415.7,246,1,415.7,1,Low Value Customers
12581.0,197.71,1,161,197.71,39,1,197.71,0,Occasional Customers
12582.0,511.36,2,300,255.68,238,2,511.36,1,Low Value Customers
12583.0,7281.38,15,5060,485.42533333333336,2,15,7281.38,3,Regular Customers
12584.0,2338.15,9,416,259.7944444444445,3,9,2338.15,0,Occasional Customers
12585.0,2040.1,2,1279,1020.05,233,2,2040.1,1,Low Value Customers
12586.0,196.94000000000003,1,79,196.94000000000003,16,1,196.94000000000003,0,Occasional Customers
12587.0,144.0,1,51,144.0,7,1,144.0,0,Occasional Customers
12588.0,214.89999999999998,1,53,214.89999999999998,38,1,214.89999999999998,0,Occasional Customers
12589.0,646.68,2,306,323.34,28,2,646.68,0,Occasional Customers
12590.0,9864.26,2,4283,4932.13,210,2,9864.26,1,Low Value Customers
12591.0,452.84999999999997,1,228,452.84999999999997,316,1,452.84999999999997,1,Low Value Customers
12592.0,437.6,2,290,218.8,91,2,437.6,0,Occasional Customers
12593.0,418.09999999999997,3,206,139.36666666666665,108,3,418.09999999999997,0,Occasional Customers
12594.0,3338.2200000000003,10,1777,333.822,37,10,3338.2200000000003,0,Occasional Customers
12596.0,618.27,2,474,309.135,50,2,618.27,0,Occasional Customers
12597.0,3811.22,4,2236,952.805,18,4,3811.22,0,Occasional Customers
12598.0,3023.08,8,1964,377.885,9,8,3023.08,0,Occasional Customers
12599.0,1032.58,7,956,147.51142857142855,28,7,1032.58,0,Occasional Customers
12600.0,2599.04,10,774,259.904,28,10,2599.04,0,Occasional Customers
12601.0,577.0600000000001,5,245,115.412,189,5,577.0600000000001,1,Low Value Customers
12602.0,153.12,1,162,153.12,58,1,153.12,0,Occasional Customers
12603.0,739.1999999999999,1,63,739.1999999999999,21,1,739.1999999999999,0,Occasional Customers
12604.0,254.18,2,201,127.09,78,2,254.18,0,Occasional Customers
12607.0,1579.51,1,1228,1579.51,59,1,1579.51,0,Occasional Customers
12609.0,1126.85,3,648,375.6166666666666,77,3,1126.85,0,Occasional Customers
12610.0,2099.54,5,1049,419.908,22,5,2099.54,0,Occasional Customers
12611.0,1193.32,1,846,1193.32,51,1,1193.32,0,Occasional Customers
12612.0,704.0400000000001,1,262,704.0400000000001,73,1,704.0400000000001,0,Occasional Customers
12613.0,3344.38,5,1644,668.876,56,5,3344.38,0,Occasional Customers
12614.0,315.6,1,76,315.6,277,1,315.6,1,Low Value Customers
12615.0,2291.19,4,1376,572.7975,1,4,2291.19,0,Occasional Customers
12616.0,713.3,2,284,356.65,94,2,713.3,0,Occasional Customers
12617.0,352.98,1,210,352.98,28,1,352.98,0,Occasional Customers
12618.0,177.31,1,96,177.31,21,1,177.31,0,Occasional Customers
12619.0,3641.24,9,3378,404.5822222222222,15,9,3641.24,0,Occasional Customers
12620.0,1339.41,3,1181,446.47,14,3,1339.41,0,Occasional Customers
12621.0,13689.67,20,7440,684.4835,1,20,13689.67,3,Regular Customers
12622.0,180.1,1,69,180.1,231,1,180.1,1,Low Value Customers
12623.0,305.1,1,191,305.1,275,1,305.1,1,Low Value Customers
12624.0,641.13,2,355,320.565,105,2,641.13,0,Occasional Customers
12625.0,2683.82,2,1612,1341.91,211,2,2683.82,1,Low Value Customers
12626.0,6620.48,9,3453,735.6088888888888,22,9,6620.48,0,Occasional Customers
12627.0,4478.53,7,2752,639.79,10,7,4478.53,0,Occasional Customers
12628.0,786.46,3,448,262.15333333333336,3,3,786.46,0,Occasional Customers
12630.0,1270.88,2,548,635.44,9,2,1270.88,0,Occasional Customers
12631.0,640.5,1,236,640.5,56,1,640.5,0,Occasional Customers
12633.0,2163.98,4,1162,540.995,58,4,2163.98,0,Occasional Customers
12635.0,1689.18,2,1172,844.59,89,2,1689.18,0,Occasional Customers
12637.0,6002.9,8,2994,750.3625,66,8,6002.9,0,Occasional Customers
12638.0,671.69,1,577,671.69,32,1,671.69,0,Occasional Customers
12639.0,486.1,1,201,486.1,238,1,486.1,1,Low Value Customers
12640.0,1174.58,3,311,391.52666666666664,23,3,1174.58,0,Occasional Customers
12641.0,185.9,1,72,185.9,114,1,185.9,0,Occasional Customers
12642.0,1013.26,3,552,337.75333333333333,24,3,1013.26,0,Occasional Customers
12643.0,3344.64,6,1808,557.4399999999999,127,6,3344.64,0,Occasional Customers
12644.0,477.91,1,325,477.91,129,1,477.91,0,Occasional Customers
12645.0,1775.18,4,1084,443.795,33,4,1775.18,0,Occasional Customers
12646.0,1346.97,2,897,673.485,4,2,1346.97,0,Occasional Customers
12647.0,3722.82,12,1431,310.235,21,12,3722.82,0,Occasional Customers
12648.0,318.05,1,160,318.05,154,1,318.05,1,Low Value Customers
12649.0,623.51,3,586,207.83666666666667,106,3,623.51,0,Occasional Customers
12650.0,314.44,1,254,314.44,2,1,314.44,0,Occasional Customers
12651.0,114.0,1,78,114.0,334,1,114.0,1,Low Value Customers
12652.0,919.98,1,505,919.98,330,1,919.98,1,Low Value Customers
12653.0,2209.85,2,919,1104.925,148,2,2209.85,1,Low Value Customers
12654.0,601.98,5,264,120.396,10,5,601.98,0,Occasional Customers
12656.0,4051.17,5,1723,810.234,16,5,4051.17,0,Occasional Customers
12657.0,1643.18,4,1044,410.795,10,4,1643.18,0,Occasional Customers
12658.0,686.05,1,320,686.05,18,1,686.05,0,Occasional Customers
12659.0,91.68,1,105,91.68,29,1,91.68,0,Occasional Customers
12660.0,245.1,1,127,245.1,10,1,245.1,0,Occasional Customers
12662.0,3849.78,11,2058,349.98,0,11,3849.78,0,Occasional Customers
12664.0,4881.88,9,1203,542.4311111111111,7,9,4881.88,0,Occasional Customers
12665.0,63.0,1,37,63.0,324,1,63.0,1,Low Value Customers
12667.0,620.13,1,395,620.13,57,1,620.13,0,Occasional Customers
12668.0,3807.15,4,1634,951.7875,11,4,3807.15,0,Occasional Customers
12669.0,2744.0299999999997,3,1115,914.6766666666666,150,3,2744.0299999999997,1,Low Value Customers
12670.0,2996.05,5,1397,599.21,9,5,2996.05,0,Occasional Customers
12672.0,225.89999999999998,1,78,225.89999999999998,329,1,225.89999999999998,1,Low Value Customers
12673.0,610.52,2,351,305.26,4,2,610.52,0,Occasional Customers
12674.0,1970.6,4,1133,492.65,38,4,1970.6,0,Occasional Customers
12676.0,1331.39,6,670,221.89833333333334,24,6,1331.39,0,Occasional Customers
12678.0,17628.46,12,10923,1469.0383333333332,41,12,17628.46,3,Regular Customers
12679.0,1113.02,4,554,278.255,58,4,1113.02,0,Occasional Customers
12680.0,862.81,4,443,215.7025,0,4,862.81,0,Occasional Customers
12681.0,13787.54,22,7536,626.7063636363637,14,22,13787.54,3,Regular Customers
12682.0,12279.82,31,5555,396.1232258064516,3,31,12279.82,3,Regular Customers
12683.0,8476.57,15,4987,565.1046666666666,3,15,8476.57,3,Regular Customers
12684.0,2283.63,7,1985,326.23285714285714,7,7,2283.63,0,Occasional Customers
12685.0,2863.08,6,1523,477.18,27,6,2863.08,0,Occasional Customers
12686.0,89.14,1,107,89.14,371,1,89.14,1,Low Value Customers
12688.0,4873.8099999999995,1,3028,4873.8099999999995,113,1,4873.8099999999995,0,Occasional Customers
12689.0,1247.61,2,628,623.805,25,2,1247.61,0,Occasional Customers
12690.0,389.01,1,106,389.01,205,1,389.01,1,Low Value Customers
12691.0,1035.8,6,394,172.63333333333333,27,6,1035.8,0,Occasional Customers
12693.0,855.91,4,255,213.9775,126,4,855.91,0,Occasional Customers
12694.0,869.67,2,509,434.835,69,2,869.67,0,Occasional Customers
12695.0,582.1,4,220,145.525,6,4,582.1,0,Occasional Customers
12697.0,957.59,3,508,319.19666666666666,28,3,957.59,0,Occasional Customers
12700.0,4939.99,4,2967,1234.9975,7,4,4939.99,0,Occasional Customers
12701.0,797.71,2,678,398.855,79,2,797.71,0,Occasional Customers
12702.0,219.0,1,53,219.0,19,1,219.0,0,Occasional Customers
12703.0,283.55,1,164,283.55,70,1,283.55,0,Occasional Customers
12704.0,2340.84,8,1006,292.605,6,8,2340.84,0,Occasional Customers
12705.0,6868.29,9,3997,763.1433333333333,14,9,6868.29,0,Occasional Customers
12707.0,603.42,1,256,603.42,291,1,603.42,1,Low Value Customers
12708.0,2712.91,10,1307,271.291,29,10,2712.91,0,Occasional Customers
12709.0,9706.52,15,3912,647.1013333333334,14,15,9706.52,3,Regular Customers
12710.0,1149.02,3,851,383.00666666666666,96,3,1149.02,0,Occasional Customers
12712.0,4396.13,13,1062,338.1638461538462,28,13,4396.13,0,Occasional Customers
12713.0,848.55,1,508,848.55,0,1,848.55,0,Occasional Customers
12714.0,4708.86,5,3069,941.7719999999999,8,5,4708.86,0,Occasional Customers
12715.0,343.36,1,192,343.36,105,1,343.36,0,Occasional Customers
12716.0,1053.49,2,708,526.745,3,2,1053.49,0,Occasional Customers
12717.0,1030.98,2,506,515.49,150,2,1030.98,1,Low Value Customers
12718.0,238.25,1,203,238.25,70,1,238.25,0,Occasional Customers
12719.0,644.95,2,374,322.475,4,2,644.95,0,Occasional Customers
12720.0,5781.73,25,4672,231.26919999999998,2,25,5781.73,3,Regular Customers
12721.0,2656.13,6,1959,442.68833333333333,31,6,2656.13,0,Occasional Customers
12722.0,997.63,4,566,249.4075,84,4,997.63,0,Occasional Customers
12723.0,725.07,5,434,145.014,3,5,725.07,0,Occasional Customers
12724.0,1031.41,4,445,257.8525,4,4,1031.41,0,Occasional Customers
12725.0,427.8,1,164,427.8,370,1,427.8,1,Low Value Customers
12726.0,2609.1,7,3143,372.7285714285714,27,7,2609.1,0,Occasional Customers
12727.0,3980.7,7,2098,568.6714285714286,10,7,3980.7,0,Occasional Customers
12728.0,836.33,4,419,209.0825,70,4,836.33,0,Occasional Customers
12729.0,453.01,1,233,453.01,113,1,453.01,0,Occasional Customers
12731.0,18895.91,12,8437,1574.6591666666666,23,12,18895.91,3,Regular Customers
12732.0,236.26000000000002,1,111,236.26000000000002,179,1,236.26000000000002,1,Low Value Customers
12733.0,383.95,1,137,383.95,233,1,383.95,1,Low Value Customers
12734.0,110.39999999999999,1,88,110.39999999999999,352,1,110.39999999999999,1,Low Value Customers
12735.0,779.5699999999999,2,368,389.78499999999997,314,2,779.5699999999999,1,Low Value Customers
12736.0,234.0,1,173,234.0,332,1,234.0,1,Low Value Customers
12738.0,155.35,1,148,155.35,371,1,155.35,1,Low Value Customers
12739.0,1013.04,2,486,506.52,77,2,1013.04,0,Occasional Customers
12740.0,427.6,1,342,427.6,63,1,427.6,0,Occasional Customers
12743.0,540.13,2,315,270.065,133,2,540.13,0,Occasional Customers
12744.0,21279.29,7,5241,3039.8985714285714,51,7,21279.29,3,Regular Customers
12747.0,4196.01,11,1275,381.4554545454546,1,11,4196.01,0,Occasional Customers
12748.0,33053.19,209,25287,158.14923444976077,0,209,33053.19,2,VIP Customers
12749.0,4090.88,5,1471,818.176,3,5,4090.88,0,Occasional Customers
12750.0,275.88,1,137,275.88,128,1,275.88,0,Occasional Customers
12752.0,4366.78,1,2262,4366.78,80,1,4366.78,0,Occasional Customers
12753.0,21429.39,6,11421,3571.565,22,6,21429.39,0,Occasional Customers
12754.0,3010.74,3,6481,1003.5799999999999,235,3,3010.74,1,Low Value Customers
12755.0,3811.95,2,1491,1905.975,280,2,3811.95,1,Low Value Customers
12756.0,112.07999999999998,1,144,112.07999999999998,86,1,112.07999999999998,0,Occasional Customers
12757.0,7834.650000000001,13,2395,602.6653846153847,15,13,7834.650000000001,3,Regular Customers
12758.0,2791.59,2,2135,1395.795,116,2,2791.59,0,Occasional Customers
12759.0,1531.44,3,902,510.48,51,3,1531.44,0,Occasional Customers
12762.0,1898.52,2,1227,949.26,7,2,1898.52,0,Occasional Customers
12763.0,494.08,2,316,247.04,137,2,494.08,0,Occasional Customers
12764.0,1693.88,1,386,1693.88,316,1,1693.88,1,Low Value Customers
12766.0,6989.63,7,3646,998.5185714285715,3,7,6989.63,0,Occasional Customers
12769.0,1143.6,1,356,1143.6,238,1,1143.6,1,Low Value Customers
12770.0,1351.45,1,743,1351.45,210,1,1351.45,1,Low Value Customers
12772.0,892.47,1,556,892.47,59,1,892.47,0,Occasional Customers
12775.0,1386.04,5,877,277.20799999999997,16,5,1386.04,0,Occasional Customers
12778.0,822.23,6,825,137.03833333333333,19,6,822.23,0,Occasional Customers
12779.0,3981.36,8,2024,497.67,37,8,3981.36,0,Occasional Customers
12781.0,826.74,2,671,413.37,63,2,826.74,0,Occasional Customers
12782.0,2330.92,5,1086,466.184,4,5,2330.92,0,Occasional Customers
12783.0,2225.91,6,624,370.98499999999996,1,6,2225.91,0,Occasional Customers
12784.0,532.8199999999999,2,280,266.40999999999997,8,2,532.8199999999999,0,Occasional Customers
12785.0,311.95,1,131,311.95,363,1,311.95,1,Low Value Customers
12787.0,463.66,3,261,154.55333333333334,9,3,463.66,0,Occasional Customers
12789.0,91.85,1,4,91.85,64,1,91.85,0,Occasional Customers
12790.0,324.92,1,166,324.92,191,1,324.92,1,Low Value Customers
12791.0,192.60000000000002,1,97,192.60000000000002,373,1,192.60000000000002,1,Low Value Customers
12792.0,400.53999999999996,1,217,400.53999999999996,256,1,400.53999999999996,1,Low Value Customers
12793.0,545.48,2,295,272.74,334,2,545.48,1,Low Value Customers
